branch,college_tier,cgpa,backlogs,coding_skills,dsa_score,aptitude_score,communication_skills,ml_knowledge,system_design,internships,projects_count,certifications,hackathons,open_source_contributions,extracurriculars,placement_status,salary_package_lpa
EE,Tier-3,8.65,0,8.4,5.9,80.9,6.6,3.7,2.5,1,2,2,1,0,0,1,17.92
IT,Tier-3,7.37,0,7.0,3.7,64.8,4.2,4.1,4.2,0,2,0,2,0,1,1,15.91
ME,Tier-2,8.14,0,6.6,7.5,75.2,6.3,2.7,5.0,0,3,2,0,1,1,1,18.79
CE,Tier-3,9.07,0,5.6,3.3,50.5,5.6,4.2,4.0,1,2,2,0,0,0,0,
IT,Tier-2,8.11,2,5.2,6.0,72.5,9.2,4.8,5.1,0,1,2,0,0,2,0,
ECE,Tier-3,7.28,1,7.1,3.0,60.3,6.6,6.1,6.8,1,3,1,1,0,1,1,15.18
CE,Tier-1,7.79,2,8.3,5.9,73.2,3.5,7.9,4.8,3,3,3,0,0,0,1,24.83
Chemical,Tier-3,6.94,0,7.1,6.5,63.5,5.6,2.1,4.5,1,2,1,1,1,1,1,17.9
EE,Tier-3,9.25,0,8.3,6.1,62.1,4.8,5.2,2.5,1,1,3,0,0,2,1,19.89
CSE,Tier-3,6.87,0,5.1,6.4,55.9,4.4,2.7,3.0,0,2,1,2,1,1,0,
ECE,Tier-2,8.14,0,3.7,4.1,62.9,8.5,7.1,4.6,0,2,1,1,1,2,0,
ME,Tier-3,6.91,0,7.1,7.7,66.6,4.7,0.0,3.1,1,2,0,2,1,0,0,
CSE,Tier-2,6.87,0,3.9,6.7,47.9,5.2,2.4,5.8,1,2,1,2,1,0,1,16.05
EE,Tier-3,5.48,1,8.4,5.5,74.0,6.8,5.0,5.1,2,2,2,1,1,1,0,
EE,Tier-3,6.75,1,5.3,6.7,51.3,4.2,2.5,6.9,2,2,1,0,0,1,0,
IT,Tier-3,8.5,0,6.6,10.0,76.1,7.2,4.7,4.3,0,2,0,0,0,2,0,
ME,Tier-3,8.21,1,3.7,7.3,53.9,5.3,6.3,5.0,2,3,0,1,0,1,0,
EE,Tier-3,6.81,0,4.4,3.1,84.8,7.6,7.2,2.9,1,0,1,0,0,0,0,
CSE,Tier-3,6.92,0,9.1,4.3,50.6,6.6,7.7,2.0,1,3,1,1,1,1,0,
CSE,Tier-3,5.69,1,6.2,8.3,80.5,4.6,6.7,5.7,1,5,0,2,1,2,1,19.71
CSE,Tier-3,6.33,0,5.0,7.6,83.2,5.2,4.2,3.1,0,3,0,2,2,2,0,
CSE,Tier-2,6.45,0,5.7,7.2,71.6,7.7,7.8,2.9,1,3,0,2,0,2,1,18.49
ME,Tier-2,8.33,0,5.3,4.7,67.5,6.5,6.8,4.0,1,1,1,1,2,1,1,18.03
ME,Tier-2,7.86,0,9.2,6.0,44.9,3.9,1.2,3.3,1,1,1,1,0,0,0,
EE,Tier-2,7.43,0,6.6,2.4,47.6,6.6,5.0,3.8,3,2,2,1,1,1,1,18.32
CSE,Tier-3,8.2,0,5.5,7.9,71.6,5.7,3.6,1.4,1,2,3,0,0,1,1,17.64
CSE,Tier-2,6.27,1,8.3,5.2,62.5,6.4,1.8,3.0,1,2,1,1,0,2,0,
IT,Tier-3,6.85,2,4.7,5.0,100.0,6.5,6.2,1.4,3,3,3,2,0,0,1,19.12
CE,Tier-1,6.43,0,4.5,2.8,47.4,3.1,8.9,4.2,2,4,4,0,2,1,1,18.02
CSE,Tier-2,7.26,0,2.8,7.9,78.9,8.1,0.1,0.0,3,2,1,2,0,2,1,14.59
IT,Tier-3,8.06,0,5.7,5.6,63.7,5.8,4.9,4.1,1,1,1,1,2,2,0,
EE,Tier-3,6.35,0,5.9,6.3,92.9,8.2,3.4,4.0,1,2,1,3,0,1,1,14.31
CSE,Tier-3,5.48,2,5.8,4.7,62.5,6.9,6.8,7.1,1,3,0,1,0,0,0,
ECE,Tier-2,7.1,0,6.7,4.2,52.5,4.1,4.0,6.8,1,3,0,3,1,1,1,16.15
CE,Tier-1,7.08,0,7.9,6.5,59.5,8.6,4.2,4.2,0,4,1,0,0,0,1,18.16
CE,Tier-2,6.29,0,7.0,6.1,65.6,4.5,7.7,2.0,2,2,2,0,0,0,0,
IT,Tier-2,7.6,0,8.3,7.7,49.9,4.2,5.6,3.3,1,2,1,3,0,2,1,18.27
ECE,Tier-3,6.33,0,4.9,4.0,71.3,4.1,4.8,4.9,1,2,2,2,0,2,0,
CE,Tier-3,5.95,0,6.8,6.9,65.5,9.3,3.8,6.0,1,3,1,2,2,2,1,15.86
CE,Tier-3,7.66,0,7.6,5.0,70.7,4.6,3.8,3.6,1,1,3,1,0,2,1,15.1
CE,Tier-1,7.63,0,7.6,3.8,70.8,4.5,0.9,5.0,1,2,3,1,0,1,0,
CSE,Tier-2,8.81,1,4.8,8.6,84.1,4.4,4.9,5.0,0,2,1,0,2,3,1,16.45
ME,Tier-2,8.56,2,4.8,3.9,60.6,6.3,2.4,4.8,3,1,1,2,0,2,1,19.16
ECE,Tier-3,7.18,2,6.0,7.6,71.2,5.0,6.1,4.8,2,2,1,1,0,1,1,18.76
Chemical,Tier-3,7.53,0,6.0,4.9,80.2,4.9,6.6,2.8,0,1,1,2,2,1,0,
ME,Tier-2,6.51,0,5.9,5.5,60.4,3.6,7.4,5.7,1,2,1,0,0,0,1,19.48
ME,Tier-3,7.44,0,6.9,6.7,90.1,4.1,4.3,5.9,1,3,3,0,0,1,1,19.54
ME,Tier-3,7.12,0,6.3,4.9,61.8,7.8,4.1,6.3,1,1,2,1,0,1,1,15.93
Chemical,Tier-2,7.15,0,8.3,2.1,71.1,6.0,2.4,5.1,1,3,0,1,2,2,1,15.27
CE,Tier-2,7.26,1,3.8,6.3,83.0,5.9,6.8,5.1,0,0,3,0,2,1,0,
ECE,Tier-3,4.0,2,5.7,4.9,69.9,5.3,4.6,3.4,0,2,3,0,0,2,0,
Chemical,Tier-3,7.71,1,3.9,6.1,54.2,5.6,4.6,4.7,2,5,3,1,0,2,0,
Chemical,Tier-3,8.34,0,8.8,3.3,60.4,4.2,6.0,3.2,1,1,0,1,1,0,1,18.52
ECE,Tier-2,5.66,0,4.5,8.1,73.1,7.7,5.2,2.3,1,2,0,0,0,2,1,15.89
ECE,Tier-2,6.87,2,5.4,7.3,61.2,7.7,4.7,3.7,1,2,0,2,0,0,1,17.79
Chemical,Tier-3,8.35,0,8.5,6.9,57.5,6.4,6.5,1.0,1,4,2,1,0,3,1,20.16
CE,Tier-3,5.73,0,6.1,6.6,79.5,7.2,6.1,4.4,2,3,3,2,0,3,1,19.03
ME,Tier-2,7.83,0,4.6,4.5,70.7,8.4,4.9,1.2,0,2,0,0,0,1,1,13.93
CSE,Tier-2,7.68,0,7.8,7.5,78.8,7.3,6.7,6.6,2,3,2,2,0,1,1,21.06
ECE,Tier-2,5.23,0,6.6,5.0,76.7,3.5,3.3,2.8,0,1,3,1,0,0,1,13.36
EE,Tier-3,5.28,0,6.7,3.6,71.1,5.4,7.6,4.8,1,4,2,3,1,1,0,
CSE,Tier-2,8.93,1,8.2,7.0,68.5,6.3,1.5,6.4,0,5,0,0,0,1,1,18.48
CSE,Tier-3,7.43,0,6.8,3.4,54.9,4.2,4.8,5.1,1,2,2,0,0,3,0,
CSE,Tier-3,7.89,1,7.0,5.4,52.2,7.4,6.5,3.0,1,3,1,1,1,0,1,16.78
CSE,Tier-3,6.84,1,5.3,6.8,68.4,4.9,4.3,4.7,1,3,0,1,0,2,1,14.66
CSE,Tier-3,7.45,0,6.3,2.8,56.9,6.8,6.1,3.8,3,2,2,1,0,1,1,17.92
IT,Tier-1,7.02,1,4.9,4.4,59.5,4.8,5.9,5.6,1,3,2,1,0,3,1,20.52
CSE,Tier-2,6.96,0,6.4,4.7,54.1,6.5,6.4,4.1,3,2,3,0,1,2,1,18.76
EE,Tier-3,5.97,0,6.1,8.3,53.4,3.5,8.1,3.6,1,5,1,1,0,1,0,
CSE,Tier-3,6.78,0,4.2,8.3,81.9,5.0,2.6,5.8,1,4,4,2,0,0,0,
CE,Tier-3,7.96,0,6.0,3.6,60.3,4.8,4.0,4.4,1,1,1,0,1,2,0,
ME,Tier-3,7.58,0,9.0,1.9,69.2,7.2,4.0,5.1,2,1,0,0,1,1,1,16.43
ME,Tier-2,8.38,0,6.7,7.0,77.5,5.7,5.8,2.5,1,1,1,1,0,0,1,18.05
IT,Tier-1,9.34,0,5.0,4.4,62.6,3.8,4.8,4.8,1,3,0,1,0,1,1,20.49
CSE,Tier-2,7.17,0,7.0,7.0,61.0,6.8,8.1,5.6,1,2,1,2,0,1,1,22.6
CE,Tier-3,8.29,1,6.6,6.4,71.2,5.6,4.9,2.1,1,2,2,0,1,1,1,16.16
IT,Tier-3,6.79,1,6.0,5.0,57.0,6.3,3.5,5.1,3,3,3,0,1,0,1,19.29
EE,Tier-2,6.75,0,5.8,4.9,54.9,5.5,1.2,2.4,1,2,0,2,0,2,0,
Chemical,Tier-2,7.2,0,7.2,4.8,73.1,5.3,7.2,5.3,0,0,0,0,0,1,0,
CSE,Tier-1,7.0,0,4.9,6.2,59.8,5.0,3.8,6.2,1,1,4,1,1,2,1,16.98
IT,Tier-3,8.24,0,6.7,4.8,63.7,8.2,3.2,5.7,0,2,2,0,0,1,0,
CE,Tier-3,8.71,1,4.8,5.0,59.6,7.1,6.9,1.4,2,2,2,1,0,0,0,
CSE,Tier-1,8.93,2,5.1,2.2,72.3,7.1,6.9,4.7,0,2,0,0,0,0,1,17.79
ME,Tier-1,7.43,0,4.9,7.9,70.9,4.3,4.0,1.7,0,2,2,2,0,3,1,16.18
IT,Tier-3,7.45,0,5.2,6.7,86.9,6.9,5.8,5.3,0,2,3,2,0,1,1,14.98
CSE,Tier-2,6.87,0,5.1,8.7,65.1,5.0,6.7,6.0,1,1,1,3,0,0,1,18.99
EE,Tier-2,7.55,0,6.7,7.1,60.3,5.4,6.4,5.9,2,4,1,2,0,0,1,19.0
CSE,Tier-2,6.57,0,7.1,6.8,45.7,5.6,5.3,2.6,1,3,1,1,1,3,1,16.05
IT,Tier-2,6.3,3,7.1,4.6,69.9,6.7,4.7,5.7,2,3,1,0,0,3,0,
CE,Tier-1,6.65,0,4.7,5.5,83.4,5.3,3.1,7.1,1,2,2,1,0,1,1,19.22
CSE,Tier-2,7.45,0,7.3,8.2,64.1,8.2,0.9,5.1,1,2,0,2,1,1,1,19.26
CSE,Tier-1,9.1,1,6.6,7.1,58.1,6.9,8.2,4.1,1,3,3,0,0,0,1,22.3
IT,Tier-3,7.3,0,7.5,2.5,71.8,4.4,4.7,2.8,1,1,2,0,0,1,0,
CSE,Tier-3,7.19,1,5.8,6.6,48.7,2.2,3.7,2.6,2,3,1,0,1,0,1,18.72
ECE,Tier-2,7.68,1,8.7,5.0,63.3,6.1,4.5,2.4,1,5,1,0,1,1,1,17.43
CE,Tier-2,6.11,2,6.7,4.8,80.3,5.9,5.6,5.2,1,1,3,2,0,0,1,17.7
CSE,Tier-2,6.53,0,8.2,3.3,52.3,3.5,4.6,6.4,1,1,3,0,0,1,1,17.22
CSE,Tier-1,7.88,0,4.4,5.9,74.0,7.2,4.0,3.3,1,4,0,1,1,1,1,18.62
IT,Tier-3,9.15,1,1.2,4.9,49.3,4.1,3.7,3.2,1,2,3,0,0,2,1,15.83
ECE,Tier-3,6.06,0,7.6,6.0,86.1,2.6,6.9,6.3,2,3,1,1,0,3,1,17.35
CSE,Tier-2,8.16,0,7.6,6.5,57.6,6.7,5.8,2.1,1,4,2,1,0,0,1,21.56
EE,Tier-3,7.68,1,7.6,7.2,38.9,7.8,2.5,6.0,1,1,1,0,0,1,1,17.63
Chemical,Tier-3,6.6,0,6.3,8.8,51.8,3.3,4.9,6.1,3,3,2,0,0,1,1,22.43
IT,Tier-3,7.41,1,8.1,6.1,82.0,5.2,5.1,2.0,0,3,1,0,1,0,1,17.0
CE,Tier-3,7.59,0,4.8,7.7,77.0,3.9,5.7,3.8,2,2,0,0,0,1,1,19.18
ME,Tier-3,6.72,2,8.2,7.7,74.4,2.8,5.0,2.4,3,2,1,2,1,0,1,19.78
Chemical,Tier-3,8.14,0,5.3,7.4,79.0,4.3,4.8,2.7,1,2,0,2,0,2,1,14.22
IT,Tier-3,6.33,1,6.9,7.9,79.6,7.0,6.2,4.2,0,1,2,1,0,2,0,
CE,Tier-3,7.92,0,6.0,6.2,48.5,6.2,6.8,3.7,2,3,0,0,0,2,1,20.0
IT,Tier-2,6.2,0,5.6,5.7,72.7,4.5,3.9,3.3,1,4,0,0,1,0,0,
CE,Tier-3,6.37,1,5.4,3.0,67.9,6.1,4.1,5.9,3,3,1,3,0,0,1,19.07
Chemical,Tier-2,7.55,0,4.5,4.2,86.9,5.7,0.6,3.8,1,2,2,2,0,1,1,12.31
IT,Tier-2,7.68,1,2.1,7.8,79.2,6.5,6.7,7.4,1,1,0,1,1,1,1,19.16
CE,Tier-2,7.96,0,6.9,2.8,67.8,5.5,4.7,1.4,2,1,1,0,0,2,1,17.08
Chemical,Tier-3,6.68,0,3.0,7.2,65.3,5.7,5.5,4.2,1,2,3,0,0,0,0,
ECE,Tier-2,6.31,3,7.6,6.3,71.2,5.3,2.8,2.7,1,1,0,2,0,0,1,16.32
EE,Tier-3,6.71,1,5.3,7.0,66.7,2.1,6.0,4.0,2,1,3,0,0,2,1,19.42
CSE,Tier-3,6.48,0,7.9,5.4,60.5,5.0,3.3,4.3,2,5,2,1,2,1,1,16.68
IT,Tier-1,8.05,1,7.7,3.4,77.5,7.2,2.1,9.1,1,4,1,0,0,0,1,19.44
CSE,Tier-3,8.09,2,5.1,7.5,62.0,5.5,2.5,8.1,1,2,3,1,0,1,0,
Chemical,Tier-3,7.43,0,6.0,5.5,63.5,4.6,4.0,3.3,3,2,3,1,0,1,0,
CSE,Tier-3,7.29,2,4.2,7.1,46.8,8.4,5.1,4.3,1,0,2,0,0,3,0,
EE,Tier-2,7.89,2,4.2,2.6,47.8,6.4,6.0,3.9,1,3,1,0,2,3,1,15.43
CSE,Tier-3,6.27,1,5.8,5.0,84.6,3.7,7.1,6.1,0,1,0,0,0,1,1,14.5
IT,Tier-1,8.61,0,4.4,2.9,72.1,3.9,7.8,0.6,1,4,1,2,0,3,0,
ME,Tier-2,6.9,0,2.3,5.2,64.5,7.9,2.1,4.4,0,2,2,0,0,1,0,
Chemical,Tier-2,7.56,0,5.3,6.5,70.6,4.7,6.1,2.6,3,3,1,2,0,2,0,
EE,Tier-3,8.81,0,3.6,7.4,70.1,3.6,0.9,0.5,2,4,2,0,0,2,1,15.84
IT,Tier-2,6.47,0,5.6,3.2,47.8,9.0,6.0,3.7,0,2,3,2,0,1,1,12.57
CSE,Tier-1,6.43,1,8.5,6.5,63.8,3.3,7.2,3.1,2,1,2,2,1,0,1,23.16
CSE,Tier-2,6.47,0,6.2,4.4,54.5,2.9,3.7,3.2,0,3,2,1,1,1,1,14.43
IT,Tier-3,7.35,0,4.1,4.7,61.2,6.1,3.2,3.8,0,3,4,0,1,2,1,13.86
CSE,Tier-2,7.24,0,3.2,7.8,39.0,6.9,3.5,10.0,1,4,4,1,2,0,1,20.79
IT,Tier-1,7.94,0,8.0,3.7,76.6,4.6,5.7,3.9,2,3,0,0,0,1,1,19.97
CSE,Tier-3,6.63,0,6.8,5.2,62.9,5.0,2.0,3.2,0,3,2,2,1,1,0,
ECE,Tier-3,8.06,0,5.7,5.4,65.5,4.4,1.1,4.9,1,1,0,0,0,0,0,
Chemical,Tier-2,6.58,0,4.9,9.3,71.7,7.0,2.9,2.6,1,3,2,0,2,0,1,16.13
IT,Tier-3,6.61,1,8.3,5.3,77.7,4.3,2.9,2.0,1,2,2,1,0,1,1,17.58
CSE,Tier-2,6.72,0,3.5,6.0,71.2,6.9,5.7,4.7,0,1,2,0,0,2,0,
ME,Tier-2,7.72,0,5.2,4.6,48.5,6.4,6.2,1.9,0,4,1,0,1,0,1,14.27
Chemical,Tier-2,8.08,0,6.5,6.2,69.5,6.8,4.4,3.3,1,1,0,0,0,2,0,
CSE,Tier-2,8.7,0,5.2,6.8,43.3,4.6,2.8,2.2,0,2,1,2,0,0,1,16.14
CSE,Tier-3,7.04,0,5.9,8.4,67.1,5.2,3.3,5.6,1,0,2,0,1,0,1,16.97
EE,Tier-1,7.84,0,8.9,4.8,77.2,4.5,2.3,4.1,0,1,3,0,0,2,1,18.75
CSE,Tier-3,7.75,0,7.7,5.0,78.2,5.6,1.9,7.1,1,1,1,2,0,1,0,
ME,Tier-2,5.08,0,8.2,6.1,78.8,6.0,2.3,2.6,2,3,1,2,0,1,1,14.75
ME,Tier-2,7.56,0,6.7,2.5,56.4,4.2,7.2,6.7,2,1,3,0,1,0,0,
IT,Tier-2,7.17,1,4.5,5.1,55.5,4.7,5.3,2.9,2,2,1,1,0,1,1,17.63
Chemical,Tier-2,6.09,1,5.7,5.3,53.9,4.9,8.1,7.3,0,2,1,1,1,0,0,
ME,Tier-2,7.73,2,6.3,3.7,38.9,3.9,1.9,2.2,1,2,3,0,0,1,1,15.21
ME,Tier-1,7.98,1,7.4,6.3,68.7,7.1,3.1,7.8,0,4,1,0,2,1,1,19.37
EE,Tier-3,5.99,3,8.4,5.9,68.9,6.6,5.4,6.2,0,1,0,0,0,1,1,15.12
CSE,Tier-3,7.79,0,6.1,5.3,67.9,7.2,2.8,3.4,0,2,2,0,1,2,1,16.03
Chemical,Tier-2,7.87,0,5.4,1.8,59.5,5.5,6.0,4.5,3,3,1,2,0,2,0,
CSE,Tier-2,7.05,3,7.7,7.6,50.8,8.4,6.1,4.0,2,1,0,1,0,1,1,20.35
CSE,Tier-2,6.64,0,6.6,7.9,76.2,6.5,3.3,5.4,3,3,0,0,0,1,1,21.94
EE,Tier-2,7.54,1,5.0,2.4,57.2,7.2,3.4,1.9,1,3,1,0,0,2,1,12.11
ECE,Tier-3,6.81,0,7.0,4.1,62.9,5.8,2.0,3.8,0,3,1,0,0,3,0,
ECE,Tier-2,6.22,0,3.2,4.1,53.0,3.1,4.5,3.4,1,3,0,0,0,2,1,14.2
CSE,Tier-3,7.12,1,4.8,4.7,58.1,7.3,1.6,3.1,2,4,2,0,2,2,1,13.64
ME,Tier-3,7.2,1,6.2,4.0,73.6,5.1,5.2,6.6,1,2,4,0,2,2,1,18.53
IT,Tier-3,7.19,0,7.2,7.3,51.1,6.7,5.7,4.8,1,3,0,1,1,1,1,18.81
EE,Tier-3,6.36,0,6.7,4.6,48.5,7.2,5.8,4.1,1,3,0,0,0,0,0,
CSE,Tier-3,5.82,0,7.6,8.3,49.5,7.8,1.4,6.9,3,3,2,1,0,1,0,
CSE,Tier-3,8.11,1,5.4,6.4,83.2,7.3,7.1,4.3,2,4,3,0,0,2,1,18.62
ME,Tier-2,6.78,0,6.3,4.8,70.5,3.4,5.4,4.3,2,2,4,0,0,0,0,
EE,Tier-2,8.05,3,7.6,3.0,58.7,5.0,3.1,2.6,1,1,1,1,1,0,1,15.24
EE,Tier-3,5.88,0,3.1,4.1,65.3,4.8,6.3,5.4,0,2,1,0,0,1,0,
IT,Tier-2,4.74,0,5.5,6.1,52.2,5.1,4.9,5.6,1,1,1,0,1,0,0,
CSE,Tier-2,8.87,0,6.8,5.9,58.3,7.1,5.4,3.6,0,1,2,0,1,1,1,19.07
CE,Tier-2,6.54,0,7.7,6.1,62.2,2.9,1.6,1.8,0,4,1,0,1,1,0,
IT,Tier-3,6.58,1,5.6,5.7,85.4,6.0,5.1,2.7,0,0,3,1,0,1,1,15.09
Chemical,Tier-3,5.58,0,5.9,5.5,54.4,7.0,2.9,4.8,1,5,2,1,1,0,1,14.16
CSE,Tier-3,6.37,2,6.9,5.4,62.3,5.1,5.1,2.9,0,2,3,1,0,0,1,14.1
CSE,Tier-2,6.53,2,7.7,8.2,67.9,3.7,3.4,4.1,1,3,2,2,0,0,1,19.3
ECE,Tier-3,7.61,0,5.8,5.0,86.7,4.6,4.7,1.4,0,3,3,0,1,3,0,
CE,Tier-3,7.72,0,6.5,4.0,45.6,4.3,5.5,5.5,1,1,3,2,2,2,1,15.6
ME,Tier-3,5.87,1,8.1,5.8,69.7,7.5,4.0,6.5,0,2,1,0,0,2,1,14.25
IT,Tier-2,6.38,2,6.9,6.0,59.2,3.1,2.4,0.3,0,2,1,1,0,3,1,13.72
Chemical,Tier-3,6.96,1,5.3,3.1,49.2,6.8,5.1,0.9,0,3,1,2,1,3,1,12.07
CSE,Tier-1,7.13,3,8.9,6.0,64.3,3.7,2.7,1.6,3,2,2,0,0,1,1,22.04
EE,Tier-3,8.31,0,7.8,4.0,44.2,6.9,3.8,3.3,0,2,3,3,0,2,0,
CSE,Tier-2,6.49,0,4.1,6.7,63.5,8.1,5.1,4.8,0,3,2,1,0,2,1,14.98
IT,Tier-3,5.63,0,7.6,8.4,84.9,6.6,4.4,5.5,0,0,3,0,0,2,1,16.31
CSE,Tier-2,8.33,0,5.7,6.0,67.4,6.5,5.4,3.7,2,1,3,1,1,1,1,18.82
Chemical,Tier-3,7.47,0,6.7,1.7,64.4,5.8,6.4,3.8,0,4,2,0,1,3,1,15.93
ME,Tier-3,4.36,0,6.8,2.1,67.7,7.2,5.2,2.1,1,3,1,1,0,1,0,
ECE,Tier-3,6.38,0,5.4,8.3,48.2,4.8,3.6,5.3,0,3,1,0,1,1,0,
CE,Tier-2,6.8,0,5.5,4.9,54.9,5.4,5.0,2.2,1,4,1,2,0,1,1,14.17
ECE,Tier-2,7.62,0,7.6,5.3,64.1,6.4,2.5,2.6,1,3,0,0,1,2,1,14.59
CSE,Tier-3,7.11,0,7.0,5.1,65.5,6.2,3.2,7.3,0,3,2,1,0,2,1,14.17
EE,Tier-1,7.67,1,6.6,4.4,79.8,8.4,5.2,0.0,2,3,2,0,0,1,0,
EE,Tier-2,9.96,1,5.8,7.7,47.4,8.4,3.8,1.8,3,2,2,0,0,2,1,21.97
Chemical,Tier-2,7.65,1,8.2,4.4,64.4,7.0,1.0,4.4,3,2,1,0,1,0,1,18.3
ME,Tier-3,6.06,0,4.1,3.9,84.5,7.2,7.5,6.1,2,1,1,1,1,0,0,
EE,Tier-2,8.34,0,5.9,8.1,63.1,8.2,5.2,1.5,2,3,2,2,0,1,1,17.84
IT,Tier-2,9.19,0,7.1,4.9,77.6,6.6,3.8,7.2,1,2,0,0,0,1,1,18.98
IT,Tier-2,5.47,0,4.8,5.2,50.5,6.0,5.0,3.1,0,3,3,1,1,1,1,12.21
CSE,Tier-2,5.55,1,9.6,9.0,60.3,5.5,4.4,5.3,0,4,1,0,0,1,1,19.41
ECE,Tier-2,7.21,0,4.7,4.5,74.8,6.6,2.6,4.8,1,3,2,0,0,0,1,16.35
CSE,Tier-2,8.92,0,8.0,3.5,67.3,6.5,2.9,0.2,1,1,2,0,1,0,1,18.83
CE,Tier-2,6.19,0,5.8,5.0,73.0,6.1,5.7,4.3,0,1,2,1,1,1,1,14.8
IT,Tier-3,6.47,0,3.6,5.8,63.4,4.2,5.6,5.7,1,1,2,0,0,0,0,
IT,Tier-3,6.0,0,8.6,8.7,70.0,6.6,9.7,2.1,1,4,1,0,1,0,1,19.77
IT,Tier-2,6.75,0,3.0,8.4,42.0,6.1,1.4,3.8,0,3,3,0,2,0,1,12.62
ECE,Tier-2,6.41,3,6.1,3.3,43.5,4.1,5.1,3.6,1,3,0,1,0,1,1,15.1
CSE,Tier-3,5.57,1,5.3,9.8,65.4,4.8,4.1,2.1,3,3,1,0,0,2,0,
CSE,Tier-3,7.4,0,7.2,8.7,65.8,6.4,4.9,7.4,1,4,1,0,0,0,1,19.99
EE,Tier-2,8.48,0,5.5,1.0,80.8,5.8,5.3,3.0,0,2,1,0,0,1,0,
CSE,Tier-2,7.07,1,7.1,4.0,47.8,5.0,6.8,4.4,1,4,1,0,0,2,0,
CSE,Tier-3,5.5,2,6.8,4.3,69.5,5.9,4.4,4.7,2,1,1,3,0,0,1,16.17
ECE,Tier-3,6.1,1,5.6,3.4,68.2,9.5,5.8,3.2,1,2,1,0,1,0,1,11.9
CSE,Tier-2,7.05,0,2.7,5.2,60.7,4.3,6.2,3.2,0,2,3,0,0,3,1,15.11
ECE,Tier-2,8.47,0,9.5,4.2,56.4,4.4,4.2,6.4,1,1,2,0,2,2,1,16.96
Chemical,Tier-3,6.1,0,4.4,4.2,52.4,6.3,5.9,5.6,1,5,1,0,0,1,1,15.63
CSE,Tier-3,6.42,0,9.3,7.3,52.1,5.0,4.2,6.9,1,2,0,1,0,1,0,
IT,Tier-2,8.17,1,4.5,5.2,78.3,5.5,4.3,4.2,2,3,0,2,0,0,1,18.25
Chemical,Tier-2,7.45,0,8.0,1.3,64.2,4.7,3.3,3.2,0,2,1,0,2,1,1,12.21
ME,Tier-3,7.04,0,7.5,4.5,60.6,4.3,1.1,6.9,0,3,2,1,1,1,0,
Chemical,Tier-2,6.85,0,5.1,7.7,51.1,5.3,4.6,3.2,1,4,3,2,1,1,0,
ECE,Tier-2,8.19,0,5.4,4.1,58.2,7.1,5.2,4.8,0,2,2,0,0,3,1,16.54
Chemical,Tier-1,5.87,0,6.6,5.0,68.7,7.5,5.5,4.5,2,2,1,0,0,0,1,20.44
IT,Tier-2,7.72,0,3.5,2.0,49.7,6.7,7.5,1.7,2,0,4,2,0,3,1,15.92
IT,Tier-2,8.22,0,5.7,7.8,56.7,4.0,4.1,5.7,0,2,1,0,0,2,1,16.38
CSE,Tier-3,5.61,1,2.7,4.2,70.8,4.6,8.0,2.3,2,4,4,1,0,1,1,14.75
IT,Tier-3,8.3,0,7.1,5.1,81.0,4.0,4.1,6.0,2,3,1,0,1,3,0,
Chemical,Tier-3,6.74,0,6.5,3.1,85.5,5.1,5.4,4.9,2,3,2,0,0,1,1,15.42
IT,Tier-2,6.87,2,7.5,4.5,63.3,5.3,5.7,5.0,2,1,1,0,0,1,1,17.68
CSE,Tier-2,7.2,0,6.1,6.2,55.2,6.0,6.4,5.1,1,2,1,0,0,1,1,16.38
CSE,Tier-3,6.03,1,6.4,7.2,51.7,4.4,4.0,1.8,2,3,0,2,0,2,0,
ECE,Tier-1,6.99,2,6.4,6.0,29.7,6.6,7.7,7.2,2,1,2,1,0,1,1,23.71
EE,Tier-2,6.85,0,7.5,7.1,83.3,3.8,4.0,8.8,0,4,2,0,2,0,1,18.43
CSE,Tier-3,6.49,0,7.8,4.9,73.2,3.5,0.3,5.1,1,2,0,1,1,0,1,15.3
Chemical,Tier-1,6.36,0,5.4,3.7,52.4,5.1,2.9,5.4,1,3,1,3,0,2,0,
CE,Tier-2,8.23,0,6.4,1.9,88.7,3.7,6.9,5.9,1,1,2,0,2,1,0,
ECE,Tier-2,6.25,0,5.2,8.3,75.4,5.6,6.9,3.2,1,0,0,0,0,2,1,15.9
CE,Tier-3,7.49,0,8.1,8.4,59.4,7.9,6.8,4.3,3,4,1,0,0,3,1,22.18
EE,Tier-2,7.13,2,3.6,5.1,71.3,6.7,1.7,4.0,1,1,1,0,0,1,0,
ECE,Tier-3,7.9,2,6.1,4.5,76.0,6.9,4.1,6.6,1,2,1,1,0,1,1,16.15
ECE,Tier-2,8.52,3,4.9,4.1,57.1,4.7,1.9,4.4,0,5,2,0,0,0,1,12.46
ME,Tier-2,8.26,0,8.4,5.0,79.8,3.5,6.5,6.8,1,5,0,2,0,0,1,19.29
EE,Tier-1,7.64,0,6.9,5.5,79.6,8.8,6.1,4.8,1,2,0,1,2,1,1,20.69
EE,Tier-2,6.9,1,7.5,9.1,36.3,6.9,4.9,5.3,1,1,2,3,1,2,0,
ECE,Tier-3,6.87,0,2.9,7.2,73.3,6.6,8.0,4.4,0,1,3,0,1,1,1,15.88
ECE,Tier-2,9.65,0,4.3,5.4,92.2,5.5,2.2,5.3,0,4,2,0,0,1,1,16.05
